,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
21MH1A04H4,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04H4,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5,
21MH1A04H4,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04H4,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04H4,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04H4,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,21,C,3,
21MH1A04H4,R203105L,OPERATING SYSTEMS,26,C,3,
21MH1A04H5,R2031041,ANALOG ICS AND APPLICATIONS,15,F,0,
21MH1A04H5,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,24,F,0,
21MH1A04H5,R2031043,DIGITAL COMMUNICATIONS,20,F,0,
21MH1A04H5,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,B,1.5,
21MH1A04H5,R2031045,DIGITAL COMMUNICATIONS LAB,10,ABSENT,0,
21MH1A04H5,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04H5,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0,
21MH1A04H5,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21MH1A04H5,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,14,F,0,
21MH1A04H5,R203105L,OPERATING SYSTEMS,22,D,3,
21MH1A04H6,R2031041,ANALOG ICS AND APPLICATIONS,20,C,3,
21MH1A04H6,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,25,D,3,
21MH1A04H6,R2031043,DIGITAL COMMUNICATIONS,24,B,3,
21MH1A04H6,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A,1.5,
21MH1A04H6,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04H6,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04H6,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04H6,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04H6,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,21,C,3,
21MH1A04H6,R203105L,OPERATING SYSTEMS,21,D,3,
21MH1A04H7,R2031041,ANALOG ICS AND APPLICATIONS,17,E,3,
21MH1A04H7,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,28,C,3,
21MH1A04H7,R2031043,DIGITAL COMMUNICATIONS,23,B,3,
21MH1A04H7,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A,1.5,
21MH1A04H7,R2031045,DIGITAL COMMUNICATIONS LAB,13,A,1.5,
21MH1A04H7,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04H7,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0,
21MH1A04H7,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21MH1A04H7,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,19,D,3,
21MH1A04H7,R203105L,OPERATING SYSTEMS,25,C,3,
21MH1A04H8,R2031041,ANALOG ICS AND APPLICATIONS,26,A,3,
21MH1A04H8,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,30,A+,3,
21MH1A04H8,R2031043,DIGITAL COMMUNICATIONS,30,A,3,
21MH1A04H8,R2031044,ANALOG ICS AND APPLICATIONS LAB,15,A+,1.5,
21MH1A04H8,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5,
21MH1A04H8,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04H8,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0,
21MH1A04H8,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04H8,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,24,C,3,
21MH1A04H8,R203105L,OPERATING SYSTEMS,23,D,3,
21MH1A04H9,R2031041,ANALOG ICS AND APPLICATIONS,17,F,0,
21MH1A04H9,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,26,F,0,
21MH1A04H9,R2031043,DIGITAL COMMUNICATIONS,23,F,0,
21MH1A04H9,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,D,1.5,
21MH1A04H9,R2031045,DIGITAL COMMUNICATIONS LAB,12,B,1.5,
21MH1A04H9,R2031046,DATA STRUCTURES USING JAVA LAB,0,C,2,
21MH1A04H9,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04H9,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,D,1.5,
21MH1A04H9,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,17,E,3,
21MH1A04H9,R203105L,OPERATING SYSTEMS,19,E,3,
21MH1A04I0,R2031041,ANALOG ICS AND APPLICATIONS,18,D,3,
21MH1A04I0,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,26,D,3,
21MH1A04I0,R2031043,DIGITAL COMMUNICATIONS,23,C,3,
21MH1A04I0,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A,1.5,
21MH1A04I0,R2031045,DIGITAL COMMUNICATIONS LAB,13,A,1.5,
21MH1A04I0,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04I0,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04I0,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04I0,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,17,A,3,
21MH1A04I0,R203105L,OPERATING SYSTEMS,26,D,3,
21MH1A04I1,R2031041,ANALOG ICS AND APPLICATIONS,16,E,3,
21MH1A04I1,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,25,F,0,
21MH1A04I1,R2031043,DIGITAL COMMUNICATIONS,23,D,3,
21MH1A04I1,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A,1.5,
21MH1A04I1,R2031045,DIGITAL COMMUNICATIONS LAB,12,B,1.5,
21MH1A04I1,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04I1,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04I1,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,D,1.5,
21MH1A04I1,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,15,D,3,
21MH1A04I1,R203105L,OPERATING SYSTEMS,22,D,3,
21MH1A04I2,R2031041,ANALOG ICS AND APPLICATIONS,6,F,0,
21MH1A04I2,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,F,0,
21MH1A04I2,R2031043,DIGITAL COMMUNICATIONS,10,F,0,
21MH1A04I2,R2031044,ANALOG ICS AND APPLICATIONS LAB,9,E,1.5,
21MH1A04I2,R2031045,DIGITAL COMMUNICATIONS LAB,8,ABSENT,0,
21MH1A04I2,R2031046,DATA STRUCTURES USING JAVA LAB,0,ABSENT,0,
21MH1A04I2,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0,
21MH1A04I2,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,ABSENT,0,
21MH1A04I2,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,13,F,0,
21MH1A04I2,R203105L,OPERATING SYSTEMS,5,F,0,
21MH1A04I4,R2031041,ANALOG ICS AND APPLICATIONS,17,C,3,
21MH1A04I4,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,25,C,3,
21MH1A04I4,R2031043,DIGITAL COMMUNICATIONS,25,C,3,
21MH1A04I4,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04I4,R2031045,DIGITAL COMMUNICATIONS LAB,14,A+,1.5,
21MH1A04I4,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04I4,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04I4,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04I4,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,18,C,3,
21MH1A04I4,R203105L,OPERATING SYSTEMS,22,D,3,
21MH1A04I5,R2031041,ANALOG ICS AND APPLICATIONS,19,C,3,
21MH1A04I5,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,C,3,
21MH1A04I5,R2031043,DIGITAL COMMUNICATIONS,23,C,3,
21MH1A04I5,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04I5,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04I5,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04I5,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04I5,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04I5,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,20,D,3,
21MH1A04I5,R203105L,OPERATING SYSTEMS,23,C,3,
21MH1A04I6,R2031041,ANALOG ICS AND APPLICATIONS,22,D,3,
21MH1A04I6,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,C,3,
21MH1A04I6,R2031043,DIGITAL COMMUNICATIONS,25,A,3,
21MH1A04I6,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04I6,R2031045,DIGITAL COMMUNICATIONS LAB,13,A,1.5,
21MH1A04I6,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04I6,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04I6,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04I6,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,22,C,3,
21MH1A04I6,R203105L,OPERATING SYSTEMS,21,D,3,
21MH1A04I7,R2031041,ANALOG ICS AND APPLICATIONS,16,F,0,
21MH1A04I7,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,D,3,
21MH1A04I7,R2031043,DIGITAL COMMUNICATIONS,24,F,0,
21MH1A04I7,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A+,1.5,
21MH1A04I7,R2031045,DIGITAL COMMUNICATIONS LAB,12,A+,1.5,
21MH1A04I7,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04I7,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04I7,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04I7,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,20,D,3,
21MH1A04I7,R203105L,OPERATING SYSTEMS,24,C,3,
21MH1A04I8,R2031041,ANALOG ICS AND APPLICATIONS,23,C,3,
21MH1A04I8,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,29,C,3,
21MH1A04I8,R2031043,DIGITAL COMMUNICATIONS,26,B,3,
21MH1A04I8,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5,
21MH1A04I8,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04I8,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04I8,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04I8,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04I8,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,18,C,3,
21MH1A04I8,R203105L,OPERATING SYSTEMS,23,D,3,
21MH1A04I9,R2031041,ANALOG ICS AND APPLICATIONS,19,C,3,
21MH1A04I9,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,26,C,3,
21MH1A04I9,R2031043,DIGITAL COMMUNICATIONS,20,C,3,
21MH1A04I9,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5,
21MH1A04I9,R2031045,DIGITAL COMMUNICATIONS LAB,12,A,1.5,
21MH1A04I9,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04I9,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0,
21MH1A04I9,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21MH1A04I9,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,16,D,3,
21MH1A04I9,R203105L,OPERATING SYSTEMS,20,D,3,
21MH1A04J0,R2031041,ANALOG ICS AND APPLICATIONS,25,D,3,
21MH1A04J0,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,29,C,3,
21MH1A04J0,R2031043,DIGITAL COMMUNICATIONS,27,D,3,
21MH1A04J0,R2031044,ANALOG ICS AND APPLICATIONS LAB,15,A+,1.5,
21MH1A04J0,R2031045,DIGITAL COMMUNICATIONS LAB,13,A,1.5,
21MH1A04J0,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J0,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0,
21MH1A04J0,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04J0,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,23,C,3,
21MH1A04J0,R203105L,OPERATING SYSTEMS,26,D,3,
21MH1A04J1,R2031041,ANALOG ICS AND APPLICATIONS,25,B,3,
21MH1A04J1,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,29,A,3,
21MH1A04J1,R2031043,DIGITAL COMMUNICATIONS,30,B,3,
21MH1A04J1,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04J1,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5,
21MH1A04J1,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J1,R2031047,INDIAN TRADITIONAL KNOWLEDGE,29,COMPLE,0,
21MH1A04J1,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04J1,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,24,A,3,
21MH1A04J1,R203105L,OPERATING SYSTEMS,27,C,3,
21MH1A04J2,R2031041,ANALOG ICS AND APPLICATIONS,24,B,3,
21MH1A04J2,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,B,3,
21MH1A04J2,R2031043,DIGITAL COMMUNICATIONS,29,B,3,
21MH1A04J2,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04J2,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5,
21MH1A04J2,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J2,R2031047,INDIAN TRADITIONAL KNOWLEDGE,29,COMPLE,0,
21MH1A04J2,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04J2,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,21,B,3,
21MH1A04J2,R203105L,OPERATING SYSTEMS,24,D,3,
21MH1A04J3,R2031041,ANALOG ICS AND APPLICATIONS,18,E,3,
21MH1A04J3,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,D,3,
21MH1A04J3,R2031043,DIGITAL COMMUNICATIONS,23,D,3,
21MH1A04J3,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A,1.5,
21MH1A04J3,R2031045,DIGITAL COMMUNICATIONS LAB,14,A,1.5,
21MH1A04J3,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04J3,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04J3,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21MH1A04J3,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,17,C,3,
21MH1A04J3,R203105L,OPERATING SYSTEMS,22,D,3,
21MH1A04J4,R2031041,ANALOG ICS AND APPLICATIONS,21,F,0,
21MH1A04J4,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,29,C,3,
21MH1A04J4,R2031043,DIGITAL COMMUNICATIONS,22,E,3,
21MH1A04J4,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04J4,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5,
21MH1A04J4,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J4,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04J4,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04J4,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,21,E,3,
21MH1A04J4,R203105L,OPERATING SYSTEMS,25,D,3,
21MH1A04J5,R2031041,ANALOG ICS AND APPLICATIONS,22,D,3,
21MH1A04J5,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,29,C,3,
21MH1A04J5,R2031043,DIGITAL COMMUNICATIONS,23,D,3,
21MH1A04J5,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04J5,R2031045,DIGITAL COMMUNICATIONS LAB,14,A+,1.5,
21MH1A04J5,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J5,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04J5,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04J5,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,22,D,3,
21MH1A04J5,R203105L,OPERATING SYSTEMS,25,D,3,
21MH1A04J6,R2031041,ANALOG ICS AND APPLICATIONS,23,D,3,
21MH1A04J6,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,28,C,3,
21MH1A04J6,R2031043,DIGITAL COMMUNICATIONS,27,A+,3,
21MH1A04J6,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04J6,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04J6,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J6,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04J6,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04J6,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,22,B,3,
21MH1A04J6,R203105L,OPERATING SYSTEMS,25,C,3,
21MH1A04J7,R2031041,ANALOG ICS AND APPLICATIONS,21,C,3,
21MH1A04J7,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,29,D,3,
21MH1A04J7,R2031043,DIGITAL COMMUNICATIONS,22,C,3,
21MH1A04J7,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04J7,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04J7,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J7,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04J7,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04J7,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,21,B,3,
21MH1A04J7,R203105L,OPERATING SYSTEMS,24,C,3,
21MH1A04J8,R2031041,ANALOG ICS AND APPLICATIONS,23,D,3,
21MH1A04J8,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,28,C,3,
21MH1A04J8,R2031043,DIGITAL COMMUNICATIONS,19,E,3,
21MH1A04J8,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5,
21MH1A04J8,R2031045,DIGITAL COMMUNICATIONS LAB,12,A,1.5,
21MH1A04J8,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04J8,R2031047,INDIAN TRADITIONAL KNOWLEDGE,29,COMPLE,0,
21MH1A04J8,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04J8,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,13,E,3,
21MH1A04J8,R203105L,OPERATING SYSTEMS,21,D,3,
21MH1A04J9,R2031041,ANALOG ICS AND APPLICATIONS,17,E,3,
21MH1A04J9,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,E,3,
21MH1A04J9,R2031043,DIGITAL COMMUNICATIONS,25,F,0,
21MH1A04J9,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5,
21MH1A04J9,R2031045,DIGITAL COMMUNICATIONS LAB,14,A+,1.5,
21MH1A04J9,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04J9,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04J9,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04J9,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,18,E,3,
21MH1A04J9,R203105L,OPERATING SYSTEMS,20,E,3,
21MH1A04K0,R2031041,ANALOG ICS AND APPLICATIONS,22,D,3,
21MH1A04K0,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,24,C,3,
21MH1A04K0,R2031043,DIGITAL COMMUNICATIONS,22,B,3,
21MH1A04K0,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A+,1.5,
21MH1A04K0,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04K0,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04K0,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0,
21MH1A04K0,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04K0,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,22,D,3,
21MH1A04K0,R203105L,OPERATING SYSTEMS,22,D,3,
21MH1A04K1,R2031041,ANALOG ICS AND APPLICATIONS,19,D,3,
21MH1A04K1,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,24,D,3,
21MH1A04K1,R2031043,DIGITAL COMMUNICATIONS,20,C,3,
21MH1A04K1,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5,
21MH1A04K1,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04K1,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04K1,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0,
21MH1A04K1,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04K1,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,18,B,3,
21MH1A04K1,R203105L,OPERATING SYSTEMS,22,C,3,
21MH1A04K2,R2031041,ANALOG ICS AND APPLICATIONS,16,F,0,
21MH1A04K2,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,19,F,0,
21MH1A04K2,R2031043,DIGITAL COMMUNICATIONS,23,F,0,
21MH1A04K2,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,B,1.5,
21MH1A04K2,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5,
21MH1A04K2,R2031046,DATA STRUCTURES USING JAVA LAB,0,B,2,
21MH1A04K2,R2031047,INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0,
21MH1A04K2,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04K2,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,15,E,3,
21MH1A04K2,R203105L,OPERATING SYSTEMS,19,E,3,
21MH1A04K3,R2031041,ANALOG ICS AND APPLICATIONS,16,E,3,
21MH1A04K3,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,18,E,3,
21MH1A04K3,R2031043,DIGITAL COMMUNICATIONS,19,E,3,
21MH1A04K3,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04K3,R2031045,DIGITAL COMMUNICATIONS LAB,12,A+,1.5,
21MH1A04K3,R2031046,DATA STRUCTURES USING JAVA LAB,0,B,2,
21MH1A04K3,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0,
21MH1A04K3,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04K3,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,18,C,3,
21MH1A04K3,R203105L,OPERATING SYSTEMS,20,D,3,
21MH1A04K4,R2031041,ANALOG ICS AND APPLICATIONS,23,C,3,
21MH1A04K4,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,20,D,3,
21MH1A04K4,R2031043,DIGITAL COMMUNICATIONS,22,B,3,
21MH1A04K4,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A+,1.5,
21MH1A04K4,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04K4,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
21MH1A04K4,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0,
21MH1A04K4,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21MH1A04K4,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,22,C,3,
21MH1A04K4,R203105L,OPERATING SYSTEMS,22,D,3,
21MH1A04K5,R2031041,ANALOG ICS AND APPLICATIONS,24,B,3,
21MH1A04K5,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,C,3,
21MH1A04K5,R2031043,DIGITAL COMMUNICATIONS,27,B,3,
21MH1A04K5,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04K5,R2031045,DIGITAL COMMUNICATIONS LAB,13,A+,1.5,
21MH1A04K5,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2,
21MH1A04K5,R2031047,INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0,
21MH1A04K5,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21MH1A04K5,R203104B,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,22,C,3,
21MH1A04K5,R203105L,OPERATING SYSTEMS,25,D,3,
21MH1A04K6,R2031041,ANALOG ICS AND APPLICATIONS,27,C,3,
21MH1A04K6,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,B,3,
21MH1A04K6,R2031043,DIGITAL COMMUNICATIONS,29,B,3,
21MH1A04K6,R2031044,ANALOG ICS AND APPLICATIONS LAB,14,A+,1.5,
21MH1A04K6,R2031045,DIGITAL COMMUNICATIONS LAB,14,A+,1.5,
21MH1A04K6,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2,
