,,,,,,,,,,,,,,,,,,,,,
,Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,
1265,,,21MH1A0452,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,D,,,3,,,
1266,,,21MH1A0452,,,R204104D,,,SATELLITE COMMUNICATIONS,,,26,,,D,,,3,,,
1267,,,21MH1A0452,,,R204104G,,,RADAR ENGINEERING,,,22,,,C,,,3,,,
1268,,,21MH1A0452,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1269,,,21MH1A0452,,,R204105O,,,IMAGE PROCESSING,,,22,,,C,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1270,,,21MH1A0452,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,23,,,C,,,3,,,
1271,,,21MH1A0453,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1272,,,21MH1A0453,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1273,,,21MH1A0453,,,R204104A,,,OPTICAL COMMUNICATION,,,22,,,F,,,0,,,
1274,,,21MH1A0453,,,R204104D,,,SATELLITE COMMUNICATIONS,,,14,,,F,,,0,,,
1275,,,21MH1A0453,,,R204104G,,,RADAR ENGINEERING,,,14,,,F,,,0,,,
1276,,,21MH1A0453,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1277,,,21MH1A0453,,,R204105O,,,IMAGE PROCESSING,,,16,,,F,,,0,,,
1278,,,21MH1A0453,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,21,,,D,,,3,,,
1279,,,21MH1A0455,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A,,,3,,,
1280,,,21MH1A0455,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1281,,,21MH1A0455,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,C,,,3,,,
1282,,,21MH1A0455,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,D,,,3,,,
1283,,,21MH1A0455,,,R204104G,,,RADAR ENGINEERING,,,27,,,C,,,3,,,
1284,,,21MH1A0455,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1285,,,21MH1A0455,,,R204105O,,,IMAGE PROCESSING,,,25,,,C,,,3,,,
1286,,,21MH1A0455,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,24,,,A+,,,3,,,
1287,,,21MH1A0456,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
1288,,,21MH1A0456,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1289,,,21MH1A0456,,,R204104A,,,OPTICAL COMMUNICATION,,,16,,,D,,,3,,,
1290,,,21MH1A0456,,,R204104D,,,SATELLITE COMMUNICATIONS,,,25,,,C,,,3,,,
1291,,,21MH1A0456,,,R204104G,,,RADAR ENGINEERING,,,26,,,C,,,3,,,
1292,,,21MH1A0456,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1293,,,21MH1A0456,,,R204105O,,,IMAGE PROCESSING,,,19,,,B,,,3,,,
1294,,,21MH1A0456,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,B,,,3,,,
1295,,,21MH1A0457,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
1296,,,21MH1A0457,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1297,,,21MH1A0457,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,E,,,3,,,
1298,,,21MH1A0457,,,R204104D,,,SATELLITE COMMUNICATIONS,,,25,,,F,,,0,,,
1299,,,21MH1A0457,,,R204104G,,,RADAR ENGINEERING,,,25,,,D,,,3,,,
1300,,,21MH1A0457,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1301,,,21MH1A0457,,,R204105O,,,IMAGE PROCESSING,,,25,,,C,,,3,,,
1302,,,21MH1A0457,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,23,,,C,,,3,,,
1303,,,21MH1A0458,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1304,,,21MH1A0458,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1305,,,21MH1A0458,,,R204104A,,,OPTICAL COMMUNICATION,,,25,,,C,,,3,,,
1306,,,21MH1A0458,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,C,,,3,,,
1307,,,21MH1A0458,,,R204104G,,,RADAR ENGINEERING,,,28,,,D,,,3,,,
1308,,,21MH1A0458,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1309,,,21MH1A0458,,,R204105O,,,IMAGE PROCESSING,,,25,,,D,,,3,,,
1310,,,21MH1A0458,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,B,,,3,,,
1311,,,21MH1A0459,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A+,,,3,,,
1312,,,21MH1A0459,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1313,,,21MH1A0459,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,B,,,3,,,
1314,,,21MH1A0459,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,A,,,3,,,
1315,,,21MH1A0459,,,R204104G,,,RADAR ENGINEERING,,,28,,,D,,,3,,,
1316,,,21MH1A0459,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1317,,,21MH1A0459,,,R204105O,,,IMAGE PROCESSING,,,21,,,D,,,3,,,
1318,,,21MH1A0459,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,27,,,A+,,,3,,,
1319,,,21MH1A0460,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,24,,,D,,,3,,,
1320,,,21MH1A0460,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1321,,,21MH1A0460,,,R204104A,,,OPTICAL COMMUNICATION,,,16,,,E,,,3,,,
1322,,,21MH1A0460,,,R204104D,,,SATELLITE COMMUNICATIONS,,,26,,,C,,,3,,,
1323,,,21MH1A0460,,,R204104G,,,RADAR ENGINEERING,,,23,,,E,,,3,,,
1324,,,21MH1A0460,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1325,,,21MH1A0460,,,R204105O,,,IMAGE PROCESSING,,,21,,,C,,,3,,,
1326,,,21MH1A0460,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,16,,,E,,,3,,,
1327,,,21MH1A0461,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1328,,,21MH1A0461,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1329,,,21MH1A0461,,,R204104A,,,OPTICAL COMMUNICATION,,,19,,,D,,,3,,,
1330,,,21MH1A0461,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,D,,,3,,,
1331,,,21MH1A0461,,,R204104G,,,RADAR ENGINEERING,,,26,,,C,,,3,,,
1332,,,21MH1A0461,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1333,,,21MH1A0461,,,R204105O,,,IMAGE PROCESSING,,,24,,,B,,,3,,,
1334,,,21MH1A0461,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,27,,,B,,,3,,,
1335,,,21MH1A0462,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1336,,,21MH1A0462,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1337,,,21MH1A0462,,,R204104A,,,OPTICAL COMMUNICATION,,,17,,,D,,,3,,,
1338,,,21MH1A0462,,,R204104D,,,SATELLITE COMMUNICATIONS,,,17,,,E,,,3,,,
1339,,,21MH1A0462,,,R204104G,,,RADAR ENGINEERING,,,25,,,F,,,0,,,
1340,,,21MH1A0462,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1341,,,21MH1A0462,,,R204105O,,,IMAGE PROCESSING,,,16,,,D,,,3,,,
1342,,,21MH1A0462,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,22,,,C,,,3,,,
1343,,,21MH1A0463,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A+,,,3,,,
1344,,,21MH1A0463,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1345,,,21MH1A0463,,,R204104A,,,OPTICAL COMMUNICATION,,,24,,,B,,,3,,,
1346,,,21MH1A0463,,,R204104D,,,SATELLITE COMMUNICATIONS,,,29,,,C,,,3,,,
1347,,,21MH1A0463,,,R204104G,,,RADAR ENGINEERING,,,28,,,D,,,3,,,
1348,,,21MH1A0463,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1349,,,21MH1A0463,,,R204105O,,,IMAGE PROCESSING,,,26,,,B,,,3,,,
1350,,,21MH1A0463,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,27,,,B,,,3,,,
1351,,,21MH1A0465,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1352,,,21MH1A0465,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1353,,,21MH1A0465,,,R204104A,,,OPTICAL COMMUNICATION,,,16,,,B,,,3,,,
1354,,,21MH1A0465,,,R204104D,,,SATELLITE COMMUNICATIONS,,,26,,,B,,,3,,,
1355,,,21MH1A0465,,,R204104G,,,RADAR ENGINEERING,,,27,,,D,,,3,,,
1356,,,21MH1A0465,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1357,,,21MH1A0465,,,R204105O,,,IMAGE PROCESSING,,,25,,,B,,,3,,,
1358,,,21MH1A0465,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,B,,,3,,,
1359,,,21MH1A0466,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A,,,3,,,
1360,,,21MH1A0466,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1361,,,21MH1A0466,,,R204104A,,,OPTICAL COMMUNICATION,,,23,,,B,,,3,,,
1362,,,21MH1A0466,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,B,,,3,,,
1363,,,21MH1A0466,,,R204104G,,,RADAR ENGINEERING,,,28,,,B,,,3,,,
1364,,,21MH1A0466,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1365,,,21MH1A0466,,,R204105O,,,IMAGE PROCESSING,,,23,,,C,,,3,,,
1366,,,21MH1A0466,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,29,,,A,,,3,,,
1367,,,21MH1A0467,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
1368,,,21MH1A0467,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
1369,,,21MH1A0467,,,R204104A,,,OPTICAL COMMUNICATION,,,16,,,D,,,3,,,
1370,,,21MH1A0467,,,R204104D,,,SATELLITE COMMUNICATIONS,,,21,,,C,,,3,,,
1371,,,21MH1A0467,,,R204104G,,,RADAR ENGINEERING,,,23,,,E,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1372,,,21MH1A0467,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1373,,,21MH1A0467,,,R204105O,,,IMAGE PROCESSING,,,17,,,F,,,0,,,
1374,,,21MH1A0467,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,19,,,C,,,3,,,
1375,,,21MH1A0468,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
1376,,,21MH1A0468,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,C,,,3,,,
1377,,,21MH1A0468,,,R204104A,,,OPTICAL COMMUNICATION,,,18,,,D,,,3,,,
1378,,,21MH1A0468,,,R204104D,,,SATELLITE COMMUNICATIONS,,,22,,,D,,,3,,,
1379,,,21MH1A0468,,,R204104G,,,RADAR ENGINEERING,,,27,,,D,,,3,,,
1380,,,21MH1A0468,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1381,,,21MH1A0468,,,R204105O,,,IMAGE PROCESSING,,,18,,,D,,,3,,,
1382,,,21MH1A0468,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,20,,,D,,,3,,,
1383,,,21MH1A0469,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1384,,,21MH1A0469,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1385,,,21MH1A0469,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,D,,,3,,,
1386,,,21MH1A0469,,,R204104D,,,SATELLITE COMMUNICATIONS,,,29,,,B,,,3,,,
1387,,,21MH1A0469,,,R204104G,,,RADAR ENGINEERING,,,27,,,C,,,3,,,
1388,,,21MH1A0469,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1389,,,21MH1A0469,,,R204105O,,,IMAGE PROCESSING,,,25,,,B,,,3,,,
1390,,,21MH1A0469,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,25,,,B,,,3,,,
1391,,,21MH1A0470,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
1392,,,21MH1A0470,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1393,,,21MH1A0470,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,C,,,3,,,
1394,,,21MH1A0470,,,R204104D,,,SATELLITE COMMUNICATIONS,,,23,,,C,,,3,,,
1395,,,21MH1A0470,,,R204104G,,,RADAR ENGINEERING,,,24,,,C,,,3,,,
1396,,,21MH1A0470,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1397,,,21MH1A0470,,,R204105O,,,IMAGE PROCESSING,,,21,,,D,,,3,,,
1398,,,21MH1A0470,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,28,,,C,,,3,,,
1399,,,21MH1A0471,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1400,,,21MH1A0471,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1401,,,21MH1A0471,,,R204104A,,,OPTICAL COMMUNICATION,,,19,,,C,,,3,,,
1402,,,21MH1A0471,,,R204104D,,,SATELLITE COMMUNICATIONS,,,27,,,C,,,3,,,
1403,,,21MH1A0471,,,R204104G,,,RADAR ENGINEERING,,,26,,,C,,,3,,,
1404,,,21MH1A0471,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1405,,,21MH1A0471,,,R204105O,,,IMAGE PROCESSING,,,18,,,D,,,3,,,
1406,,,21MH1A0471,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,28,,,C,,,3,,,
1407,,,21MH1A0472,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,24,,,A,,,3,,,
1408,,,21MH1A0472,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
1409,,,21MH1A0472,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,C,,,3,,,
1410,,,21MH1A0472,,,R204104D,,,SATELLITE COMMUNICATIONS,,,25,,,D,,,3,,,
1411,,,21MH1A0472,,,R204104G,,,RADAR ENGINEERING,,,23,,,C,,,3,,,
1412,,,21MH1A0472,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A,,,2,,,
1413,,,21MH1A0472,,,R204105O,,,IMAGE PROCESSING,,,23,,,D,,,3,,,
1414,,,21MH1A0472,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,26,,,C,,,3,,,
1415,,,21MH1A0473,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1416,,,21MH1A0473,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1417,,,21MH1A0473,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,C,,,3,,,
1418,,,21MH1A0473,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,B,,,3,,,
1419,,,21MH1A0473,,,R204104G,,,RADAR ENGINEERING,,,27,,,C,,,3,,,
1420,,,21MH1A0473,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1421,,,21MH1A0473,,,R204105O,,,IMAGE PROCESSING,,,25,,,A,,,3,,,
1422,,,21MH1A0473,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,29,,,C,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1423,,,21MH1A0474,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,C,,,3,,,
1424,,,21MH1A0474,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1425,,,21MH1A0474,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,D,,,3,,,
1426,,,21MH1A0474,,,R204104D,,,SATELLITE COMMUNICATIONS,,,28,,,D,,,3,,,
1427,,,21MH1A0474,,,R204104G,,,RADAR ENGINEERING,,,28,,,C,,,3,,,
1428,,,21MH1A0474,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1429,,,21MH1A0474,,,R204105O,,,IMAGE PROCESSING,,,22,,,C,,,3,,,
1430,,,21MH1A0474,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,28,,,C,,,3,,,
1431,,,21MH1A0477,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1432,,,21MH1A0477,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
1433,,,21MH1A0477,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,C,,,3,,,
1434,,,21MH1A0477,,,R204104D,,,SATELLITE COMMUNICATIONS,,,26,,,A,,,3,,,
1435,,,21MH1A0477,,,R204104G,,,RADAR ENGINEERING,,,26,,,D,,,3,,,
1436,,,21MH1A0477,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1437,,,21MH1A0477,,,R204105O,,,IMAGE PROCESSING,,,23,,,B,,,3,,,
1438,,,21MH1A0477,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,30,,,A,,,3,,,
1439,,,21MH1A0478,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
1440,,,21MH1A0478,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
1441,,,21MH1A0478,,,R204104A,,,OPTICAL COMMUNICATION,,,22,,,D,,,3,,,
1442,,,21MH1A0478,,,R204104D,,,SATELLITE COMMUNICATIONS,,,27,,,C,,,3,,,
1443,,,21MH1A0478,,,R204104G,,,RADAR ENGINEERING,,,27,,,D,,,3,,,
1444,,,21MH1A0478,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1445,,,21MH1A0478,,,R204105O,,,IMAGE PROCESSING,,,22,,,D,,,3,,,
1446,,,21MH1A0478,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,29,,,C,,,3,,,
1447,,,21MH1A0479,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
1448,,,21MH1A0479,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1449,,,21MH1A0479,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,D,,,3,,,
1450,,,21MH1A0479,,,R204104D,,,SATELLITE COMMUNICATIONS,,,24,,,D,,,3,,,
1451,,,21MH1A0479,,,R204104G,,,RADAR ENGINEERING,,,22,,,D,,,3,,,
1452,,,21MH1A0479,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1453,,,21MH1A0479,,,R204105O,,,IMAGE PROCESSING,,,22,,,A,,,3,,,
1454,,,21MH1A0479,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,28,,,B,,,3,,,
1455,,,21MH1A0480,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1456,,,21MH1A0480,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1457,,,21MH1A0480,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,C,,,3,,,
1458,,,21MH1A0480,,,R204104D,,,SATELLITE COMMUNICATIONS,,,26,,,A,,,3,,,
1459,,,21MH1A0480,,,R204104G,,,RADAR ENGINEERING,,,27,,,B,,,3,,,
1460,,,21MH1A0480,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1461,,,21MH1A0480,,,R204105O,,,IMAGE PROCESSING,,,23,,,C,,,3,,,
1462,,,21MH1A0480,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,28,,,A,,,3,,,
1463,,,21MH1A0481,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1464,,,21MH1A0481,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1465,,,21MH1A0481,,,R204104A,,,OPTICAL COMMUNICATION,,,23,,,C,,,3,,,
1466,,,21MH1A0481,,,R204104D,,,SATELLITE COMMUNICATIONS,,,24,,,B,,,3,,,
1467,,,21MH1A0481,,,R204104G,,,RADAR ENGINEERING,,,26,,,D,,,3,,,
1468,,,21MH1A0481,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1469,,,21MH1A0481,,,R204105O,,,IMAGE PROCESSING,,,25,,,B,,,3,,,
1470,,,21MH1A0481,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,29,,,B,,,3,,,
1471,,,21MH1A0482,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1472,,,21MH1A0482,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1473,,,21MH1A0482,,,R204104A,,,OPTICAL COMMUNICATION,,,21,,,D,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
1474,,,21MH1A0482,,,R204104D,,,SATELLITE COMMUNICATIONS,,,27,,,B,,,3,,,
1475,,,21MH1A0482,,,R204104G,,,RADAR ENGINEERING,,,25,,,D,,,3,,,
1476,,,21MH1A0482,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1477,,,21MH1A0482,,,R204105O,,,IMAGE PROCESSING,,,21,,,D,,,3,,,
1478,,,21MH1A0482,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,28,,,B,,,3,,,
1479,,,21MH1A0483,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
1480,,,21MH1A0483,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1481,,,21MH1A0483,,,R204104A,,,OPTICAL COMMUNICATION,,,20,,,C,,,3,,,
1482,,,21MH1A0483,,,R204104D,,,SATELLITE COMMUNICATIONS,,,23,,,C,,,3,,,
1483,,,21MH1A0483,,,R204104G,,,RADAR ENGINEERING,,,24,,,C,,,3,,,
1484,,,21MH1A0483,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1485,,,21MH1A0483,,,R204105O,,,IMAGE PROCESSING,,,26,,,B,,,3,,,
1486,,,21MH1A0483,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,30,,,C,,,3,,,
1487,,,21MH1A0484,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
1488,,,21MH1A0484,,,R2041041,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
1489,,,21MH1A0484,,,R204104A,,,OPTICAL COMMUNICATION,,,24,,,C,,,3,,,
1490,,,21MH1A0484,,,R204104D,,,SATELLITE COMMUNICATIONS,,,29,,,F,,,0,,,
1491,,,21MH1A0484,,,R204104G,,,RADAR ENGINEERING,,,28,,,C,,,3,,,
1492,,,21MH1A0484,,,R204104Z,,,DESIGNER TOOLS (HFSS MICROWAVE STUDIO CS,,,0,,,A+,,,2,,,
1493,,,21MH1A0484,,,R204105O,,,IMAGE PROCESSING,,,25,,,C,,,3,,,
1494,,,21MH1A0484,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,30,,,B,,,3,,,
1495,,,21MH1A0485,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,24,,,C,,,3,,,
