,,,,,,,,,,,,,,,,,,,,,
,Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,
8051,,,21P31A0574,,,R204105A,,,CLOUD COMPUTING,,,23,,,D,,,3,,,
8052,,,21P31A0574,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,24,,,B,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
8053,,,21P31A0574,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,22,,,B,,,3,,,
8054,,,21P31A0574,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,19,,,D,,,3,,,
8055,,,21P31A0575,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
8056,,,21P31A0575,,,R204104U,,,BASIC ELECTRONICS,,,24,,,C,,,3,,,
8057,,,21P31A0575,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8058,,,21P31A0575,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
8059,,,21P31A0575,,,R204105A,,,CLOUD COMPUTING,,,23,,,D,,,3,,,
8060,,,21P31A0575,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,27,,,C,,,3,,,
8061,,,21P31A0575,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,26,,,C,,,3,,,
8062,,,21P31A0575,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,23,,,C,,,3,,,
8063,,,21P31A0576,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,15,,,ABSENT,,,0,,,
8064,,,21P31A0576,,,R204104U,,,BASIC ELECTRONICS,,,13,,,ABSENT,,,0,,,
8065,,,21P31A0576,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8066,,,21P31A0576,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8067,,,21P31A0576,,,R204105A,,,CLOUD COMPUTING,,,15,,,ABSENT,,,0,,,
8068,,,21P31A0576,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,19,,,ABSENT,,,0,,,
8069,,,21P31A0576,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,13,,,ABSENT,,,0,,,
8070,,,21P31A0576,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,13,,,ABSENT,,,0,,,
8071,,,21P31A0577,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
8072,,,21P31A0577,,,R204104U,,,BASIC ELECTRONICS,,,18,,,D,,,3,,,
8073,,,21P31A0577,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8074,,,21P31A0577,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
8075,,,21P31A0577,,,R204105A,,,CLOUD COMPUTING,,,23,,,D,,,3,,,
8076,,,21P31A0577,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,24,,,C,,,3,,,
8077,,,21P31A0577,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,21,,,D,,,3,,,
8078,,,21P31A0577,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,18,,,B,,,3,,,
8079,,,21P31A0578,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,25,,,D,,,3,,,
8080,,,21P31A0578,,,R204104U,,,BASIC ELECTRONICS,,,18,,,D,,,3,,,
8081,,,21P31A0578,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8082,,,21P31A0578,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8083,,,21P31A0578,,,R204105A,,,CLOUD COMPUTING,,,17,,,E,,,3,,,
8084,,,21P31A0578,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,21,,,C,,,3,,,
8085,,,21P31A0578,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,21,,,D,,,3,,,
8086,,,21P31A0578,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,18,,,C,,,3,,,
8087,,,21P31A0579,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
8088,,,21P31A0579,,,R204104U,,,BASIC ELECTRONICS,,,23,,,C,,,3,,,
8089,,,21P31A0579,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8090,,,21P31A0579,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
8091,,,21P31A0579,,,R204105A,,,CLOUD COMPUTING,,,24,,,C,,,3,,,
8092,,,21P31A0579,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,27,,,D,,,3,,,
8093,,,21P31A0579,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,24,,,C,,,3,,,
8094,,,21P31A0579,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,23,,,C,,,3,,,
8095,,,21P31A0580,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
8096,,,21P31A0580,,,R204104U,,,BASIC ELECTRONICS,,,18,,,E,,,3,,,
8097,,,21P31A0580,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8098,,,21P31A0580,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8099,,,21P31A0580,,,R204105A,,,CLOUD COMPUTING,,,19,,,F,,,0,,,
8100,,,21P31A0580,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,23,,,C,,,3,,,
8101,,,21P31A0580,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,27,,,C,,,3,,,
8102,,,21P31A0580,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,18,,,F,,,0,,,
8103,,,21P31A0581,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,B,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
8104,,,21P31A0581,,,R204104U,,,BASIC ELECTRONICS,,,22,,,D,,,3,,,
8105,,,21P31A0581,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8106,,,21P31A0581,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8107,,,21P31A0581,,,R204105A,,,CLOUD COMPUTING,,,24,,,C,,,3,,,
8108,,,21P31A0581,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,29,,,C,,,3,,,
8109,,,21P31A0581,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,25,,,C,,,3,,,
8110,,,21P31A0581,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,22,,,B,,,3,,,
8111,,,21P31A0582,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,D,,,3,,,
8112,,,21P31A0582,,,R204104U,,,BASIC ELECTRONICS,,,21,,,D,,,3,,,
8113,,,21P31A0582,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,B,,,2,,,
8114,,,21P31A0582,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8115,,,21P31A0582,,,R204105A,,,CLOUD COMPUTING,,,17,,,E,,,3,,,
8116,,,21P31A0582,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,20,,,C,,,3,,,
8117,,,21P31A0582,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,21,,,D,,,3,,,
8118,,,21P31A0582,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,17,,,F,,,0,,,
8119,,,21P31A0583,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,D,,,3,,,
8120,,,21P31A0583,,,R204104U,,,BASIC ELECTRONICS,,,15,,,E,,,3,,,
8121,,,21P31A0583,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8122,,,21P31A0583,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8123,,,21P31A0583,,,R204105A,,,CLOUD COMPUTING,,,19,,,E,,,3,,,
8124,,,21P31A0583,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,26,,,D,,,3,,,
8125,,,21P31A0583,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,22,,,C,,,3,,,
8126,,,21P31A0583,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,15,,,E,,,3,,,
8127,,,21P31A0584,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,25,,,B,,,3,,,
8128,,,21P31A0584,,,R204104U,,,BASIC ELECTRONICS,,,17,,,F,,,0,,,
8129,,,21P31A0584,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8130,,,21P31A0584,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8131,,,21P31A0584,,,R204105A,,,CLOUD COMPUTING,,,23,,,F,,,0,,,
8132,,,21P31A0584,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,16,,,D,,,3,,,
8133,,,21P31A0584,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,18,,,D,,,3,,,
8134,,,21P31A0584,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,15,,,F,,,0,,,
8135,,,21P31A0586,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,C,,,3,,,
8136,,,21P31A0586,,,R204104U,,,BASIC ELECTRONICS,,,17,,,D,,,3,,,
8137,,,21P31A0586,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8138,,,21P31A0586,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8139,,,21P31A0586,,,R204105A,,,CLOUD COMPUTING,,,19,,,D,,,3,,,
8140,,,21P31A0586,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,25,,,C,,,3,,,
8141,,,21P31A0586,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,23,,,D,,,3,,,
8142,,,21P31A0586,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,16,,,C,,,3,,,
8143,,,21P31A0587,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,23,,,D,,,3,,,
8144,,,21P31A0587,,,R204104U,,,BASIC ELECTRONICS,,,14,,,E,,,3,,,
8145,,,21P31A0587,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8146,,,21P31A0587,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8147,,,21P31A0587,,,R204105A,,,CLOUD COMPUTING,,,20,,,E,,,3,,,
8148,,,21P31A0587,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,21,,,C,,,3,,,
8149,,,21P31A0587,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,22,,,C,,,3,,,
8150,,,21P31A0587,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,18,,,D,,,3,,,
8151,,,21P31A0588,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,25,,,C,,,3,,,
8152,,,21P31A0588,,,R204104U,,,BASIC ELECTRONICS,,,21,,,E,,,3,,,
8153,,,21P31A0588,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8154,,,21P31A0588,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
8155,,,21P31A0588,,,R204105A,,,CLOUD COMPUTING,,,24,,,D,,,3,,,
8156,,,21P31A0588,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,25,,,C,,,3,,,
8157,,,21P31A0588,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,27,,,C,,,3,,,
8158,,,21P31A0588,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,21,,,D,,,3,,,
8159,,,21P31A0589,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
8160,,,21P31A0589,,,R204104U,,,BASIC ELECTRONICS,,,17,,,D,,,3,,,
8161,,,21P31A0589,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8162,,,21P31A0589,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8163,,,21P31A0589,,,R204105A,,,CLOUD COMPUTING,,,20,,,D,,,3,,,
8164,,,21P31A0589,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,21,,,D,,,3,,,
8165,,,21P31A0589,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,21,,,D,,,3,,,
8166,,,21P31A0589,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,21,,,D,,,3,,,
8167,,,21P31A0590,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
8168,,,21P31A0590,,,R204104U,,,BASIC ELECTRONICS,,,19,,,D,,,3,,,
8169,,,21P31A0590,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8170,,,21P31A0590,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8171,,,21P31A0590,,,R204105A,,,CLOUD COMPUTING,,,21,,,D,,,3,,,
8172,,,21P31A0590,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,19,,,D,,,3,,,
8173,,,21P31A0590,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,19,,,E,,,3,,,
8174,,,21P31A0590,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,20,,,D,,,3,,,
8175,,,21P31A0591,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,D,,,3,,,
8176,,,21P31A0591,,,R204104U,,,BASIC ELECTRONICS,,,17,,,D,,,3,,,
8177,,,21P31A0591,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8178,,,21P31A0591,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8179,,,21P31A0591,,,R204105A,,,CLOUD COMPUTING,,,21,,,D,,,3,,,
8180,,,21P31A0591,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,20,,,C,,,3,,,
8181,,,21P31A0591,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,25,,,C,,,3,,,
8182,,,21P31A0591,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,25,,,C,,,3,,,
8183,,,21P31A0592,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,23,,,D,,,3,,,
8184,,,21P31A0592,,,R204104U,,,BASIC ELECTRONICS,,,15,,,E,,,3,,,
8185,,,21P31A0592,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8186,,,21P31A0592,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8187,,,21P31A0592,,,R204105A,,,CLOUD COMPUTING,,,19,,,E,,,3,,,
8188,,,21P31A0592,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,15,,,E,,,3,,,
8189,,,21P31A0592,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,23,,,D,,,3,,,
8190,,,21P31A0592,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,19,,,E,,,3,,,
8191,,,21P31A0593,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,A,,,3,,,
8192,,,21P31A0593,,,R204104U,,,BASIC ELECTRONICS,,,19,,,C,,,3,,,
8193,,,21P31A0593,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,B,,,2,,,
8194,,,21P31A0593,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8195,,,21P31A0593,,,R204105A,,,CLOUD COMPUTING,,,21,,,D,,,3,,,
8196,,,21P31A0593,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,23,,,B,,,3,,,
8197,,,21P31A0593,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,25,,,B,,,3,,,
8198,,,21P31A0593,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,23,,,B,,,3,,,
8199,,,21P31A0594,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,B,,,3,,,
8200,,,21P31A0594,,,R204104U,,,BASIC ELECTRONICS,,,22,,,C,,,3,,,
8201,,,21P31A0594,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8202,,,21P31A0594,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
8203,,,21P31A0594,,,R204105A,,,CLOUD COMPUTING,,,23,,,C,,,3,,,
8204,,,21P31A0594,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,26,,,B,,,3,,,
8205,,,21P31A0594,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,26,,,D,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
8206,,,21P31A0594,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,21,,,C,,,3,,,
8207,,,21P31A0595,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
8208,,,21P31A0595,,,R204104U,,,BASIC ELECTRONICS,,,16,,,E,,,3,,,
8209,,,21P31A0595,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8210,,,21P31A0595,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8211,,,21P31A0595,,,R204105A,,,CLOUD COMPUTING,,,16,,,E,,,3,,,
8212,,,21P31A0595,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,21,,,D,,,3,,,
8213,,,21P31A0595,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,19,,,D,,,3,,,
8214,,,21P31A0595,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,16,,,E,,,3,,,
8215,,,21P31A0596,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,D,,,3,,,
8216,,,21P31A0596,,,R204104U,,,BASIC ELECTRONICS,,,16,,,F,,,0,,,
8217,,,21P31A0596,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A+,,,2,,,
8218,,,21P31A0596,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8219,,,21P31A0596,,,R204105A,,,CLOUD COMPUTING,,,14,,,E,,,3,,,
8220,,,21P31A0596,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,20,,,E,,,3,,,
8221,,,21P31A0596,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,18,,,F,,,0,,,
8222,,,21P31A0596,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,17,,,E,,,3,,,
8223,,,21P31A0597,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,B,,,3,,,
8224,,,21P31A0597,,,R204104U,,,BASIC ELECTRONICS,,,23,,,B,,,3,,,
8225,,,21P31A0597,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8226,,,21P31A0597,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8227,,,21P31A0597,,,R204105A,,,CLOUD COMPUTING,,,24,,,D,,,3,,,
8228,,,21P31A0597,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,29,,,B,,,3,,,
8229,,,21P31A0597,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,24,,,D,,,3,,,
8230,,,21P31A0597,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,23,,,D,,,3,,,
8231,,,21P31A0598,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
8232,,,21P31A0598,,,R204104U,,,BASIC ELECTRONICS,,,19,,,F,,,0,,,
8233,,,21P31A0598,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,B,,,2,,,
8234,,,21P31A0598,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8235,,,21P31A0598,,,R204105A,,,CLOUD COMPUTING,,,20,,,C,,,3,,,
8236,,,21P31A0598,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,22,,,D,,,3,,,
8237,,,21P31A0598,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,23,,,D,,,3,,,
8238,,,21P31A0598,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,19,,,B,,,3,,,
8239,,,21P31A05A0,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,24,,,D,,,3,,,
8240,,,21P31A05A0,,,R204104U,,,BASIC ELECTRONICS,,,20,,,E,,,3,,,
8241,,,21P31A05A0,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8242,,,21P31A05A0,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8243,,,21P31A05A0,,,R204105A,,,CLOUD COMPUTING,,,24,,,D,,,3,,,
8244,,,21P31A05A0,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,27,,,A,,,3,,,
8245,,,21P31A05A0,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,23,,,B,,,3,,,
8246,,,21P31A05A0,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,22,,,C,,,3,,,
8247,,,21P31A05A1,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,25,,,D,,,3,,,
8248,,,21P31A05A1,,,R204104U,,,BASIC ELECTRONICS,,,15,,,D,,,3,,,
8249,,,21P31A05A1,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8250,,,21P31A05A1,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8251,,,21P31A05A1,,,R204105A,,,CLOUD COMPUTING,,,19,,,D,,,3,,,
8252,,,21P31A05A1,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,26,,,C,,,3,,,
8253,,,21P31A05A1,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,20,,,C,,,3,,,
8254,,,21P31A05A1,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,22,,,D,,,3,,,
8255,,,21P31A05A2,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
8256,,,21P31A05A2,,,R204104U,,,BASIC ELECTRONICS,,,21,,,C,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
8257,,,21P31A05A2,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8258,,,21P31A05A2,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
8259,,,21P31A05A2,,,R204105A,,,CLOUD COMPUTING,,,21,,,E,,,3,,,
8260,,,21P31A05A2,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,26,,,B,,,3,,,
8261,,,21P31A05A2,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,27,,,C,,,3,,,
8262,,,21P31A05A2,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,23,,,D,,,3,,,
8263,,,21P31A05A3,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,B,,,3,,,
8264,,,21P31A05A3,,,R204104U,,,BASIC ELECTRONICS,,,21,,,D,,,3,,,
8265,,,21P31A05A3,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8266,,,21P31A05A3,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
8267,,,21P31A05A3,,,R204105A,,,CLOUD COMPUTING,,,19,,,D,,,3,,,
8268,,,21P31A05A3,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,29,,,C,,,3,,,
8269,,,21P31A05A3,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,21,,,D,,,3,,,
8270,,,21P31A05A3,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,20,,,B,,,3,,,
8271,,,21P31A05A4,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,C,,,3,,,
8272,,,21P31A05A4,,,R204104U,,,BASIC ELECTRONICS,,,18,,,D,,,3,,,
8273,,,21P31A05A4,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
8274,,,21P31A05A4,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
8275,,,21P31A05A4,,,R204105A,,,CLOUD COMPUTING,,,19,,,D,,,3,,,
8276,,,21P31A05A4,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,29,,,C,,,3,,,
8277,,,21P31A05A4,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,26,,,C,,,3,,,
8278,,,21P31A05A4,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,22,,,D,,,3,,,
8279,,,21P31A05A5,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,24,,,D,,,3,,,
